PSnF,PS,PL,PC,FP,FN,atributos,Total,confianza,soporte,SA,SF
0.743,0.709,0.816,0.816,2,31,36,143,0.9,0.003,8,10
0.743,0.709,0.788,0.788,0,38,36,91,0.95,0.003,8,10
0.743,0.709,0.631,0.631,59,7,36,661,0.5,0.006,8,10
0.743,0.709,0.838,0.838,4,25,36,256,0.8,0.006,8,10
0.743,0.709,0.838,0.838,3,26,36,159,0.85,0.006,8,10
0.743,0.709,0.816,0.816,2,31,36,107,0.9,0.006,8,10
0.743,0.709,0.788,0.788,0,38,36,55,0.95,0.006,8,10
0.743,0.709,0.631,0.631,59,7,36,418,0.5,0.011,8,10
0.743,0.709,0.838,0.838,4,25,36,153,0.8,0.011,8,10
0.743,0.709,0.827,0.827,3,28,36,111,0.85,0.011,8,10
0.743,0.709,0.816,0.816,2,31,36,84,0.9,0.011,8,10
0.743,0.709,0.788,0.788,0,38,36,32,0.95,0.011,8,10
0.743,0.698,0.631,0.631,59,7,36,212,0.5,0.022,8,10
0.743,0.698,0.844,0.844,3,25,36,67,0.8,0.022,8,10
0.743,0.698,0.827,0.827,3,28,36,54,0.85,0.022,8,10
0.743,0.698,0.816,0.816,2,31,36,46,0.9,0.022,8,10
0.743,0.698,0.788,0.788,0,38,36,16,0.95,0.022,8,10
0.743,0.615,0.631,0.631,59,7,36,78,0.5,0.045,8,10
0.743,0.615,0.832,0.832,2,28,36,16,0.8,0.045,8,10
0.743,0.615,0.816,0.816,2,31,36,14,0.85,0.045,8,10
0.743,0.615,0.816,0.816,2,31,36,13,0.9,0.045,8,10
0.743,0.615,0.737,0.737,0,47,36,5,0.95,0.045,8,10
0.743,0.615,0.816,0.816,14,19,36,1,0.5,0.18,8,10
0.743,0.615,0.615,0.615,0,69,36,0,0.8,0.18,8,10
0.743,0.615,0.615,0.615,0,69,36,0,0.85,0.18,8,10
0.743,0.615,0.615,0.615,0,69,36,0,0.9,0.18,8,10
0.743,0.615,0.615,0.615,0,69,36,0,0.95,0.18,8,10
0.743,0.709,0.631,0.631,59,7,38,1015,0.5,0.0,8,12
0.743,0.709,0.838,0.838,4,25,38,410,0.8,0.0,8,12
0.743,0.709,0.838,0.838,3,26,38,319,0.85,0.0,8,12
0.743,0.709,0.816,0.816,2,31,38,271,0.9,0.0,8,12
0.743,0.709,0.788,0.788,0,38,38,220,0.95,0.0,8,12
0.743,0.709,0.631,0.631,59,7,38,930,0.5,0.001,8,12
0.743,0.709,0.838,0.838,4,25,38,325,0.8,0.001,8,12
0.743,0.709,0.838,0.838,3,26,38,234,0.85,0.001,8,12
0.743,0.709,0.816,0.816,2,31,38,186,0.9,0.001,8,12
0.743,0.709,0.788,0.788,0,38,38,135,0.95,0.001,8,12
0.743,0.709,0.631,0.631,59,7,38,840,0.5,0.003,8,12
0.743,0.709,0.838,0.838,4,25,38,289,0.8,0.003,8,12
0.743,0.709,0.838,0.838,3,26,38,198,0.85,0.003,8,12
0.743,0.709,0.816,0.816,2,31,38,150,0.9,0.003,8,12
0.743,0.709,0.788,0.788,0,38,38,99,0.95,0.003,8,12
0.743,0.709,0.631,0.631,59,7,38,651,0.5,0.006,8,12
0.743,0.709,0.838,0.838,4,25,38,245,0.8,0.006,8,12
0.743,0.709,0.838,0.838,3,26,38,154,0.85,0.006,8,12
0.743,0.709,0.816,0.816,2,31,38,106,0.9,0.006,8,12
0.743,0.709,0.788,0.788,0,38,38,55,0.95,0.006,8,12
0.743,0.709,0.631,0.631,59,7,38,410,0.5,0.011,8,12
0.743,0.709,0.838,0.838,4,25,38,144,0.8,0.011,8,12
0.743,0.709,0.827,0.827,3,28,38,106,0.85,0.011,8,12
0.743,0.709,0.816,0.816,2,31,38,81,0.9,0.011,8,12
0.743,0.709,0.788,0.788,0,38,38,30,0.95,0.011,8,12
0.743,0.698,0.631,0.631,59,7,38,205,0.5,0.022,8,12
0.743,0.698,0.844,0.844,3,25,38,64,0.8,0.022,8,12
0.743,0.698,0.827,0.827,3,28,38,52,0.85,0.022,8,12
0.743,0.698,0.816,0.816,2,31,38,44,0.9,0.022,8,12
0.743,0.698,0.788,0.788,0,38,38,15,0.95,0.022,8,12
0.743,0.615,0.631,0.631,59,7,38,77,0.5,0.045,8,12
0.743,0.615,0.832,0.832,2,28,38,16,0.8,0.045,8,12
0.743,0.615,0.816,0.816,2,31,38,14,0.85,0.045,8,12
0.743,0.615,0.816,0.816,2,31,38,12,0.9,0.045,8,12
0.743,0.615,0.737,0.737,0,47,38,5,0.95,0.045,8,12
0.743,0.615,0.816,0.816,14,19,38,1,0.5,0.18,8,12
0.743,0.615,0.615,0.615,0,69,38,0,0.8,0.18,8,12
0.743,0.615,0.615,0.615,0,69,38,0,0.85,0.18,8,12
0.743,0.615,0.615,0.615,0,69,38,0,0.9,0.18,8,12
0.743,0.615,0.615,0.615,0,69,38,0,0.95,0.18,8,12
0.743,0.726,0.631,0.631,59,7,40,1057,0.5,0.0,8,14
0.743,0.726,0.832,0.832,5,25,40,432,0.8,0.0,8,14
0.743,0.726,0.832,0.832,4,26,40,339,0.85,0.0,8,14
0.743,0.726,0.81,0.81,3,31,40,288,0.9,0.0,8,14
0.743,0.726,0.788,0.799,0,36,40,244,0.95,0.0,8,14
0.743,0.726,0.631,0.631,59,7,40,962,0.5,0.001,8,14
0.743,0.726,0.832,0.832,5,25,40,337,0.8,0.001,8,14
0.743,0.726,0.832,0.832,4,26,40,244,0.85,0.001,8,14
0.743,0.726,0.81,0.81,3,31,40,193,0.9,0.001,8,14
0.743,0.726,0.788,0.799,0,36,40,149,0.95,0.001,8,14
0.743,0.726,0.631,0.631,59,7,40,858,0.5,0.003,8,14
0.743,0.726,0.832,0.832,5,25,40,295,0.8,0.003,8,14
0.743,0.726,0.832,0.832,4,26,40,202,0.85,0.003,8,14
0.743,0.726,0.81,0.81,3,31,40,151,0.9,0.003,8,14
0.743,0.726,0.788,0.799,0,36,40,107,0.95,0.003,8,14
0.743,0.726,0.631,0.631,59,7,40,656,0.5,0.006,8,14
0.743,0.726,0.832,0.832,5,25,40,246,0.8,0.006,8,14
0.743,0.726,0.832,0.832,4,26,40,153,0.85,0.006,8,14
0.743,0.726,0.81,0.81,3,31,40,102,0.9,0.006,8,14
0.743,0.726,0.788,0.799,0,36,40,58,0.95,0.006,8,14
0.743,0.709,0.631,0.631,59,7,40,403,0.5,0.011,8,14
0.743,0.709,0.832,0.832,5,25,40,144,0.8,0.011,8,14
0.743,0.709,0.821,0.821,4,28,40,101,0.85,0.011,8,14
0.743,0.709,0.81,0.81,3,31,40,75,0.9,0.011,8,14
0.743,0.709,0.788,0.788,0,38,40,31,0.95,0.011,8,14
0.743,0.698,0.631,0.631,59,7,40,196,0.5,0.022,8,14
0.743,0.698,0.844,0.844,3,25,40,58,0.8,0.022,8,14
0.743,0.698,0.827,0.827,3,28,40,46,0.85,0.022,8,14
0.743,0.698,0.816,0.816,2,31,40,39,0.9,0.022,8,14
0.743,0.698,0.788,0.788,0,38,40,14,0.95,0.022,8,14
0.743,0.615,0.631,0.631,59,7,40,72,0.5,0.045,8,14
0.743,0.615,0.832,0.832,2,28,40,14,0.8,0.045,8,14
0.743,0.615,0.816,0.816,2,31,40,12,0.85,0.045,8,14
0.743,0.615,0.816,0.816,2,31,40,11,0.9,0.045,8,14
0.743,0.615,0.737,0.737,0,47,40,4,0.95,0.045,8,14
0.743,0.615,0.816,0.816,14,19,40,1,0.5,0.18,8,14
0.743,0.615,0.615,0.615,0,69,40,0,0.8,0.18,8,14
0.743,0.615,0.615,0.615,0,69,40,0,0.85,0.18,8,14
0.743,0.615,0.615,0.615,0,69,40,0,0.9,0.18,8,14
0.743,0.615,0.615,0.615,0,69,40,0,0.95,0.18,8,14
0.743,0.743,0.631,0.631,59,7,42,1135,0.5,0.0,8,16
0.743,0.743,0.832,0.832,5,25,42,465,0.8,0.0,8,16
0.743,0.743,0.832,0.832,4,26,42,371,0.85,0.0,8,16
0.743,0.743,0.81,0.81,3,31,42,319,0.9,0.0,8,16
0.743,0.743,0.788,0.799,0,36,42,261,0.95,0.0,8,16
0.743,0.743,0.631,0.631,59,7,42,1037,0.5,0.001,8,16
0.743,0.743,0.832,0.832,5,25,42,367,0.8,0.001,8,16
0.743,0.743,0.832,0.832,4,26,42,273,0.85,0.001,8,16
0.743,0.743,0.81,0.81,3,31,42,221,0.9,0.001,8,16
0.743,0.743,0.788,0.799,0,36,42,163,0.95,0.001,8,16
0.743,0.743,0.631,0.631,59,7,42,923,0.5,0.003,8,16
0.743,0.743,0.832,0.832,5,25,42,324,0.8,0.003,8,16
0.743,0.743,0.832,0.832,4,26,42,230,0.85,0.003,8,16
0.743,0.743,0.81,0.81,3,31,42,178,0.9,0.003,8,16
0.743,0.743,0.788,0.799,0,36,42,120,0.95,0.003,8,16
0.743,0.743,0.631,0.631,59,7,42,691,0.5,0.006,8,16
0.743,0.743,0.832,0.832,5,25,42,267,0.8,0.006,8,16
0.743,0.743,0.832,0.832,4,26,42,173,0.85,0.006,8,16
0.743,0.743,0.81,0.81,3,31,42,121,0.9,0.006,8,16
0.743,0.743,0.788,0.799,0,36,42,63,0.95,0.006,8,16
0.743,0.726,0.631,0.631,59,7,42,424,0.5,0.011,8,16
0.743,0.726,0.832,0.832,5,25,42,160,0.8,0.011,8,16
0.743,0.726,0.821,0.821,4,28,42,117,0.85,0.011,8,16
0.743,0.726,0.81,0.81,3,31,42,91,0.9,0.011,8,16
0.743,0.726,0.788,0.788,0,38,42,33,0.95,0.011,8,16
0.743,0.698,0.631,0.631,59,7,42,207,0.5,0.022,8,16
0.743,0.698,0.844,0.844,3,25,42,68,0.8,0.022,8,16
0.743,0.698,0.827,0.827,3,28,42,55,0.85,0.022,8,16
0.743,0.698,0.816,0.816,2,31,42,46,0.9,0.022,8,16
0.743,0.698,0.788,0.788,0,38,42,15,0.95,0.022,8,16
0.743,0.615,0.631,0.631,59,7,42,72,0.5,0.045,8,16
0.743,0.615,0.832,0.832,2,28,42,16,0.8,0.045,8,16
0.743,0.615,0.816,0.816,2,31,42,14,0.85,0.045,8,16
0.743,0.615,0.816,0.816,2,31,42,13,0.9,0.045,8,16
0.743,0.615,0.737,0.737,0,47,42,4,0.95,0.045,8,16
0.743,0.615,0.816,0.816,14,19,42,1,0.5,0.18,8,16
0.743,0.615,0.615,0.615,0,69,42,0,0.8,0.18,8,16
0.743,0.615,0.615,0.615,0,69,42,0,0.85,0.18,8,16
0.743,0.615,0.615,0.615,0,69,42,0,0.9,0.18,8,16
0.743,0.615,0.615,0.615,0,69,42,0,0.95,0.18,8,16
0.743,0.743,0.631,0.631,59,7,44,1154,0.5,0.0,8,18
0.743,0.743,0.832,0.832,5,25,44,478,0.8,0.0,8,18
0.743,0.743,0.832,0.832,4,26,44,377,0.85,0.0,8,18
0.743,0.743,0.81,0.81,3,31,44,323,0.9,0.0,8,18
0.743,0.743,0.788,0.799,0,36,44,266,0.95,0.0,8,18
0.743,0.743,0.631,0.631,59,7,44,1053,0.5,0.001,8,18
0.743,0.743,0.832,0.832,5,25,44,377,0.8,0.001,8,18
0.743,0.743,0.832,0.832,4,26,44,276,0.85,0.001,8,18
0.743,0.743,0.81,0.81,3,31,44,222,0.9,0.001,8,18
0.743,0.743,0.788,0.799,0,36,44,165,0.95,0.001,8,18
0.743,0.743,0.631,0.631,59,7,44,925,0.5,0.003,8,18
0.743,0.743,0.832,0.832,5,25,44,326,0.8,0.003,8,18
0.743,0.743,0.832,0.832,4,26,44,225,0.85,0.003,8,18
0.743,0.743,0.81,0.81,3,31,44,171,0.9,0.003,8,18
0.743,0.743,0.788,0.799,0,36,44,114,0.95,0.003,8,18
0.743,0.743,0.631,0.631,59,7,44,712,0.5,0.006,8,18
0.743,0.743,0.832,0.832,5,25,44,283,0.8,0.006,8,18
0.743,0.743,0.832,0.832,4,26,44,182,0.85,0.006,8,18
0.743,0.743,0.81,0.81,3,31,44,128,0.9,0.006,8,18
0.743,0.743,0.788,0.799,0,36,44,71,0.95,0.006,8,18
0.743,0.726,0.631,0.631,59,7,44,429,0.5,0.011,8,18
0.743,0.726,0.832,0.832,5,25,44,154,0.8,0.011,8,18
0.743,0.726,0.821,0.821,4,28,44,111,0.85,0.011,8,18
0.743,0.726,0.81,0.81,3,31,44,89,0.9,0.011,8,18
0.743,0.726,0.788,0.788,0,38,44,32,0.95,0.011,8,18
0.743,0.698,0.631,0.631,59,7,44,197,0.5,0.022,8,18
0.743,0.698,0.844,0.844,3,25,44,64,0.8,0.022,8,18
0.743,0.698,0.827,0.827,3,28,44,52,0.85,0.022,8,18
0.743,0.698,0.816,0.816,2,31,44,45,0.9,0.022,8,18
0.743,0.698,0.788,0.788,0,38,44,14,0.95,0.022,8,18
0.743,0.615,0.631,0.631,59,7,44,73,0.5,0.045,8,18
0.743,0.615,0.832,0.832,2,28,44,16,0.8,0.045,8,18
0.743,0.615,0.816,0.816,2,31,44,14,0.85,0.045,8,18
0.743,0.615,0.816,0.816,2,31,44,13,0.9,0.045,8,18
0.743,0.615,0.737,0.737,0,47,44,4,0.95,0.045,8,18
0.743,0.615,0.816,0.816,14,19,44,1,0.5,0.18,8,18
0.743,0.615,0.615,0.615,0,69,44,0,0.8,0.18,8,18
0.743,0.615,0.615,0.615,0,69,44,0,0.85,0.18,8,18
0.743,0.615,0.615,0.615,0,69,44,0,0.9,0.18,8,18
0.743,0.615,0.615,0.615,0,69,44,0,0.95,0.18,8,18
0.743,0.709,0.631,0.631,59,7,32,918,0.5,0.0,10,4
0.743,0.709,0.793,0.793,2,35,32,385,0.8,0.0,10,4
0.743,0.709,0.793,0.793,1,36,32,296,0.85,0.0,10,4
0.743,0.709,0.737,0.737,0,47,32,236,0.9,0.0,10,4
0.743,0.709,0.737,0.737,0,47,32,194,0.95,0.0,10,4
0.743,0.709,0.631,0.631,59,7,32,838,0.5,0.001,10,4
0.743,0.709,0.793,0.793,2,35,32,305,0.8,0.001,10,4
0.743,0.709,0.793,0.793,1,36,32,216,0.85,0.001,10,4
0.743,0.709,0.737,0.737,0,47,32,156,0.9,0.001,10,4
0.743,0.709,0.737,0.737,0,47,32,114,0.95,0.001,10,4
0.743,0.709,0.631,0.631,59,7,32,754,0.5,0.003,10,4
0.743,0.709,0.793,0.793,2,35,32,278,0.8,0.003,10,4
0.743,0.709,0.793,0.793,1,36,32,189,0.85,0.003,10,4
0.743,0.709,0.737,0.737,0,47,32,129,0.9,0.003,10,4
0.743,0.709,0.737,0.737,0,47,32,87,0.95,0.003,10,4
0.743,0.709,0.631,0.631,59,7,32,610,0.5,0.006,10,4
0.743,0.709,0.793,0.793,2,35,32,251,0.8,0.006,10,4
0.743,0.709,0.793,0.793,1,36,32,162,0.85,0.006,10,4
0.743,0.709,0.737,0.737,0,47,32,102,0.9,0.006,10,4
0.743,0.709,0.737,0.737,0,47,32,60,0.95,0.006,10,4
0.743,0.709,0.631,0.631,59,7,32,400,0.5,0.011,10,4
0.743,0.709,0.793,0.793,2,35,32,145,0.8,0.011,10,4
0.743,0.709,0.777,0.777,1,39,32,112,0.85,0.011,10,4
0.743,0.709,0.737,0.737,0,47,32,77,0.9,0.011,10,4
0.743,0.709,0.737,0.737,0,47,32,35,0.95,0.011,10,4
0.743,0.698,0.631,0.631,59,7,32,217,0.5,0.022,10,4
0.743,0.698,0.799,0.799,1,35,32,62,0.8,0.022,10,4
0.743,0.698,0.777,0.777,1,39,32,50,0.85,0.022,10,4
0.743,0.698,0.737,0.737,0,47,32,39,0.9,0.022,10,4
0.743,0.698,0.737,0.737,0,47,32,18,0.95,0.022,10,4
0.743,0.615,0.631,0.631,59,7,32,83,0.5,0.045,10,4
0.743,0.615,0.771,0.771,0,41,32,15,0.8,0.045,10,4
0.743,0.615,0.749,0.749,0,45,32,12,0.85,0.045,10,4
0.743,0.615,0.737,0.737,0,47,32,11,0.9,0.045,10,4
0.743,0.615,0.737,0.737,0,47,32,6,0.95,0.045,10,4
0.743,0.615,0.816,0.816,14,19,32,2,0.5,0.18,10,4
0.743,0.615,0.615,0.615,0,69,32,0,0.8,0.18,10,4
0.743,0.615,0.615,0.615,0,69,32,0,0.85,0.18,10,4
0.743,0.615,0.615,0.615,0,69,32,0,0.9,0.18,10,4
0.743,0.615,0.615,0.615,0,69,32,0,0.95,0.18,10,4
0.743,0.709,0.631,0.631,59,7,34,970,0.5,0.0,10,6
0.743,0.709,0.793,0.793,2,35,34,400,0.8,0.0,10,6
0.743,0.709,0.793,0.793,1,36,34,313,0.85,0.0,10,6
0.743,0.709,0.737,0.737,0,47,34,251,0.9,0.0,10,6
0.743,0.709,0.737,0.737,0,47,34,207,0.95,0.0,10,6
0.743,0.709,0.631,0.631,59,7,34,884,0.5,0.001,10,6
0.743,0.709,0.793,0.793,2,35,34,314,0.8,0.001,10,6
0.743,0.709,0.793,0.793,1,36,34,227,0.85,0.001,10,6
0.743,0.709,0.737,0.737,0,47,34,165,0.9,0.001,10,6
0.743,0.709,0.737,0.737,0,47,34,121,0.95,0.001,10,6
0.743,0.709,0.631,0.631,59,7,34,790,0.5,0.003,10,6
0.743,0.709,0.793,0.793,2,35,34,283,0.8,0.003,10,6
0.743,0.709,0.793,0.793,1,36,34,196,0.85,0.003,10,6
0.743,0.709,0.737,0.737,0,47,34,134,0.9,0.003,10,6
0.743,0.709,0.737,0.737,0,47,34,90,0.95,0.003,10,6
0.743,0.709,0.631,0.631,59,7,34,627,0.5,0.006,10,6
0.743,0.709,0.793,0.793,2,35,34,257,0.8,0.006,10,6
0.743,0.709,0.793,0.793,1,36,34,170,0.85,0.006,10,6
0.743,0.709,0.737,0.737,0,47,34,108,0.9,0.006,10,6
0.743,0.709,0.737,0.737,0,47,34,64,0.95,0.006,10,6
0.743,0.709,0.631,0.631,59,7,34,398,0.5,0.011,10,6
0.743,0.709,0.793,0.793,2,35,34,145,0.8,0.011,10,6
0.743,0.709,0.777,0.777,1,39,34,112,0.85,0.011,10,6
0.743,0.709,0.737,0.737,0,47,34,79,0.9,0.011,10,6
0.743,0.709,0.737,0.737,0,47,34,35,0.95,0.011,10,6
0.743,0.698,0.631,0.631,59,7,34,204,0.5,0.022,10,6
0.743,0.698,0.799,0.799,1,35,34,59,0.8,0.022,10,6
0.743,0.698,0.777,0.777,1,39,34,48,0.85,0.022,10,6
0.743,0.698,0.737,0.737,0,47,34,38,0.9,0.022,10,6
0.743,0.698,0.737,0.737,0,47,34,17,0.95,0.022,10,6
0.743,0.615,0.631,0.631,59,7,34,74,0.5,0.045,10,6
0.743,0.615,0.771,0.771,0,41,34,13,0.8,0.045,10,6
0.743,0.615,0.749,0.749,0,45,34,11,0.85,0.045,10,6
0.743,0.615,0.737,0.737,0,47,34,10,0.9,0.045,10,6
0.743,0.615,0.737,0.737,0,47,34,5,0.95,0.045,10,6
0.743,0.615,0.816,0.816,14,19,34,2,0.5,0.18,10,6
0.743,0.615,0.615,0.615,0,69,34,0,0.8,0.18,10,6
0.743,0.615,0.615,0.615,0,69,34,0,0.85,0.18,10,6
0.743,0.615,0.615,0.615,0,69,34,0,0.9,0.18,10,6
0.743,0.615,0.615,0.615,0,69,34,0,0.95,0.18,10,6
0.743,0.709,0.631,0.631,59,7,36,1054,0.5,0.0,10,8
0.743,0.709,0.838,0.838,4,25,36,438,0.8,0.0,10,8
0.743,0.709,0.838,0.838,3,26,36,345,0.85,0.0,10,8
0.743,0.709,0.816,0.816,2,31,36,284,0.9,0.0,10,8
0.743,0.709,0.788,0.788,0,38,36,233,0.95,0.0,10,8
0.743,0.709,0.631,0.631,59,7,36,961,0.5,0.001,10,8
0.743,0.709,0.838,0.838,4,25,36,345,0.8,0.001,10,8
0.743,0.709,0.838,0.838,3,26,36,252,0.85,0.001,10,8
0.743,0.709,0.816,0.816,2,31,36,191,0.9,0.001,10,8
0.743,0.709,0.788,0.788,0,38,36,140,0.95,0.001,10,8
0.743,0.709,0.631,0.631,59,7,36,849,0.5,0.003,10,8
0.743,0.709,0.838,0.838,4,25,36,309,0.8,0.003,10,8
0.743,0.709,0.838,0.838,3,26,36,216,0.85,0.003,10,8
0.743,0.709,0.816,0.816,2,31,36,155,0.9,0.003,10,8
0.743,0.709,0.788,0.788,0,38,36,104,0.95,0.003,10,8
0.743,0.709,0.631,0.631,59,7,36,656,0.5,0.006,10,8
0.743,0.709,0.838,0.838,4,25,36,270,0.8,0.006,10,8
0.743,0.709,0.838,0.838,3,26,36,177,0.85,0.006,10,8
0.743,0.709,0.816,0.816,2,31,36,116,0.9,0.006,10,8
0.743,0.709,0.788,0.788,0,38,36,65,0.95,0.006,10,8
0.743,0.709,0.631,0.631,59,7,36,399,0.5,0.011,10,8
0.743,0.709,0.838,0.838,4,25,36,147,0.8,0.011,10,8
0.743,0.709,0.827,0.827,3,28,36,115,0.85,0.011,10,8
0.743,0.709,0.816,0.816,2,31,36,83,0.9,0.011,10,8
0.743,0.709,0.788,0.788,0,38,36,32,0.95,0.011,10,8
0.743,0.698,0.631,0.631,59,7,36,202,0.5,0.022,10,8
0.743,0.698,0.844,0.844,3,25,36,62,0.8,0.022,10,8
0.743,0.698,0.827,0.827,3,28,36,51,0.85,0.022,10,8
0.743,0.698,0.816,0.816,2,31,36,41,0.9,0.022,10,8
0.743,0.698,0.788,0.788,0,38,36,16,0.95,0.022,10,8
0.743,0.615,0.631,0.631,59,7,36,70,0.5,0.045,10,8
0.743,0.615,0.832,0.832,2,28,36,14,0.8,0.045,10,8
0.743,0.615,0.816,0.816,2,31,36,12,0.85,0.045,10,8
0.743,0.615,0.816,0.816,2,31,36,11,0.9,0.045,10,8
0.743,0.615,0.737,0.737,0,47,36,4,0.95,0.045,10,8
0.743,0.615,0.816,0.816,14,19,36,2,0.5,0.18,10,8
0.743,0.615,0.615,0.615,0,69,36,0,0.8,0.18,10,8
0.743,0.615,0.615,0.615,0,69,36,0,0.85,0.18,10,8
0.743,0.615,0.615,0.615,0,69,36,0,0.9,0.18,10,8
0.743,0.615,0.615,0.615,0,69,36,0,0.95,0.18,10,8
0.743,0.709,0.631,0.631,59,7,38,1018,0.5,0.0,10,10
0.743,0.709,0.838,0.838,4,25,38,420,0.8,0.0,10,10
0.743,0.709,0.838,0.838,3,26,38,329,0.85,0.0,10,10
0.743,0.709,0.816,0.816,2,31,38,270,0.9,0.0,10,10
0.743,0.709,0.788,0.788,0,38,38,220,0.95,0.0,10,10
0.743,0.709,0.631,0.631,59,7,38,924,0.5,0.001,10,10
0.743,0.709,0.838,0.838,4,25,38,326,0.8,0.001,10,10
0.743,0.709,0.838,0.838,3,26,38,235,0.85,0.001,10,10
0.743,0.709,0.816,0.816,2,31,38,176,0.9,0.001,10,10
0.743,0.709,0.788,0.788,0,38,38,126,0.95,0.001,10,10
0.743,0.709,0.631,0.631,59,7,38,826,0.5,0.003,10,10
0.743,0.709,0.838,0.838,4,25,38,291,0.8,0.003,10,10
0.743,0.709,0.838,0.838,3,26,38,200,0.85,0.003,10,10
0.743,0.709,0.816,0.816,2,31,38,141,0.9,0.003,10,10
0.743,0.709,0.788,0.788,0,38,38,91,0.95,0.003,10,10
0.743,0.709,0.631,0.631,59,7,38,651,0.5,0.006,10,10
0.743,0.709,0.838,0.838,4,25,38,259,0.8,0.006,10,10
0.743,0.709,0.838,0.838,3,26,38,168,0.85,0.006,10,10
0.743,0.709,0.816,0.816,2,31,38,109,0.9,0.006,10,10
0.743,0.709,0.788,0.788,0,38,38,59,0.95,0.006,10,10
0.743,0.709,0.631,0.631,59,7,38,398,0.5,0.011,10,10
0.743,0.709,0.838,0.838,4,25,38,144,0.8,0.011,10,10
0.743,0.709,0.827,0.827,3,28,38,112,0.85,0.011,10,10
0.743,0.709,0.816,0.816,2,31,38,82,0.9,0.011,10,10
0.743,0.709,0.788,0.788,0,38,38,32,0.95,0.011,10,10
0.743,0.698,0.631,0.631,59,7,38,205,0.5,0.022,10,10
0.743,0.698,0.844,0.844,3,25,38,59,0.8,0.022,10,10
0.743,0.698,0.827,0.827,3,28,38,51,0.85,0.022,10,10
0.743,0.698,0.816,0.816,2,31,38,41,0.9,0.022,10,10
0.743,0.698,0.788,0.788,0,38,38,15,0.95,0.022,10,10
0.743,0.615,0.631,0.631,59,7,38,71,0.5,0.045,10,10
0.743,0.615,0.832,0.832,2,28,38,16,0.8,0.045,10,10
0.743,0.615,0.816,0.816,2,31,38,14,0.85,0.045,10,10
0.743,0.615,0.816,0.816,2,31,38,13,0.9,0.045,10,10
0.743,0.615,0.737,0.737,0,47,38,5,0.95,0.045,10,10
0.743,0.615,0.816,0.816,14,19,38,1,0.5,0.18,10,10
0.743,0.615,0.615,0.615,0,69,38,0,0.8,0.18,10,10
0.743,0.615,0.615,0.615,0,69,38,0,0.85,0.18,10,10
0.743,0.615,0.615,0.615,0,69,38,0,0.9,0.18,10,10
0.743,0.615,0.615,0.615,0,69,38,0,0.95,0.18,10,10
0.743,0.709,0.631,0.631,59,7,40,1020,0.5,0.0,10,12
0.743,0.709,0.838,0.838,4,25,40,425,0.8,0.0,10,12
0.743,0.709,0.838,0.838,3,26,40,337,0.85,0.0,10,12
0.743,0.709,0.816,0.816,2,31,40,282,0.9,0.0,10,12
0.743,0.709,0.788,0.788,0,38,40,233,0.95,0.0,10,12
0.743,0.709,0.631,0.631,59,7,40,920,0.5,0.001,10,12
0.743,0.709,0.838,0.838,4,25,40,325,0.8,0.001,10,12
0.743,0.709,0.838,0.838,3,26,40,237,0.85,0.001,10,12
0.743,0.709,0.816,0.816,2,31,40,182,0.9,0.001,10,12
0.743,0.709,0.788,0.788,0,38,40,133,0.95,0.001,10,12
0.743,0.709,0.631,0.631,59,7,40,820,0.5,0.003,10,12
0.743,0.709,0.838,0.838,4,25,40,290,0.8,0.003,10,12
0.743,0.709,0.838,0.838,3,26,40,202,0.85,0.003,10,12
0.743,0.709,0.816,0.816,2,31,40,147,0.9,0.003,10,12
0.743,0.709,0.788,0.788,0,38,40,98,0.95,0.003,10,12
0.743,0.709,0.631,0.631,59,7,40,640,0.5,0.006,10,12
0.743,0.709,0.838,0.838,4,25,40,252,0.8,0.006,10,12
0.743,0.709,0.838,0.838,3,26,40,164,0.85,0.006,10,12
0.743,0.709,0.816,0.816,2,31,40,109,0.9,0.006,10,12
0.743,0.709,0.788,0.788,0,38,40,60,0.95,0.006,10,12
0.743,0.709,0.631,0.631,59,7,40,390,0.5,0.011,10,12
0.743,0.709,0.838,0.838,4,25,40,137,0.8,0.011,10,12
0.743,0.709,0.827,0.827,3,28,40,109,0.85,0.011,10,12
0.743,0.709,0.816,0.816,2,31,40,79,0.9,0.011,10,12
0.743,0.709,0.788,0.788,0,38,40,30,0.95,0.011,10,12
0.743,0.698,0.631,0.631,59,7,40,198,0.5,0.022,10,12
0.743,0.698,0.844,0.844,3,25,40,57,0.8,0.022,10,12
0.743,0.698,0.827,0.827,3,28,40,49,0.85,0.022,10,12
0.743,0.698,0.816,0.816,2,31,40,39,0.9,0.022,10,12
0.743,0.698,0.788,0.788,0,38,40,14,0.95,0.022,10,12
0.743,0.615,0.631,0.631,59,7,40,70,0.5,0.045,10,12
0.743,0.615,0.832,0.832,2,28,40,16,0.8,0.045,10,12
0.743,0.615,0.816,0.816,2,31,40,14,0.85,0.045,10,12
0.743,0.615,0.816,0.816,2,31,40,12,0.9,0.045,10,12
0.743,0.615,0.737,0.737,0,47,40,5,0.95,0.045,10,12
0.743,0.615,0.816,0.816,14,19,40,1,0.5,0.18,10,12
0.743,0.615,0.615,0.615,0,69,40,0,0.8,0.18,10,12
0.743,0.615,0.615,0.615,0,69,40,0,0.85,0.18,10,12
0.743,0.615,0.615,0.615,0,69,40,0,0.9,0.18,10,12
0.743,0.615,0.615,0.615,0,69,40,0,0.95,0.18,10,12
